id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5142378,Large 2 Story Loft - City Center,9173564,Ilona,,Mission,37.76520545054752,-122.41149833116957,Shared room,349,1,1,2015-07-16,0.61,1,365
1256855,Chic & Comfy Apt in SF's Mission!,308883,Shaan,,Mission,37.75333218148025,-122.41283879912122,Entire home/apt,150,2,27,2015-08-15,1.01,2,243
7844269,Mission Couch,41334972,Yao,,Mission,37.76061385905101,-122.4227448857864,Shared room,75,1,0,,,1,0
2665028,Luxury 1br loft   - 1400ft² ,13639675,Jon,,Mission,37.75781911137071,-122.41081244540335,Entire home/apt,155,13,11,2015-07-31,0.81,1,293
6546389,"XL Room, Central, Private Full Bath",1488712,Matt,,Mission,37.760683144258216,-122.41758379648533,Private room,119,4,2,2015-07-24,1.28,2,79
5285120,Looky Home SF Mission 7,7206100,Gatz,,Mission,37.75866156121003,-122.41383228673368,Shared room,90,3,15,2015-08-21,2.45,33,365
4750286,A Stained-Glass Mission Sunrise,17338743,Sumeet,,Mission,37.74993879929846,-122.41414336728725,Shared room,60,1,2,2015-08-28,2,2,276
3917164,Looky Home SF Mission 1,7206100,Gatz,,Mission,37.75389173684165,-122.40986703335699,Shared room,75,3,11,2015-06-12,1.60,33,348
5874536,Perch in the middle of it all,15490809,Dino,,Mission,37.76341882006921,-122.42073576504549,Private room,169,3,23,2015-08-24,6.27,2,117
1356129,Private garden room in Victorian!,7361147,Noah,,Mission,37.750835474194346,-122.42341140070398,Private room,145,2,34,2015-08-30,1.49,1,142
7711433,"International House, Nice People 2",3032723,Antonio,,Mission,37.76959669251346,-122.42564244918682,Private room,90,3,4,2015-08-26,4,2,10
7460139,Large artsy room with views of SF,3967599,Brenden,,Mission,37.768617011294126,-122.42350199434351,Private room,94,1,1,2015-08-17,1,2,213
6504905,Private Room in Chic Mission Flat,123429,Laura,,Mission,37.755822869485485,-122.41291976375787,Private room,120,4,0,,,3,284
3269061,Guest Room Francesca Verde,11655078,Blase + Francisco,,Mission,37.763600582562994,-122.40593765676174,Private room,110,2,31,2015-08-10,2.19,2,332
6092596,1Bed/1Bath Suite in Mission Dolores,31603026,Marc,,Mission,37.76379626870723,-122.42614302470035,Private room,174,1,15,2015-08-25,6.82,1,23
1271286,Sunny Room in Heart of Mission,6706234,Josh And Lily,,Mission,37.76515832865387,-122.41810457768938,Private room,120,1,32,2015-08-03,1.87,1,270
5299461,Bunk bed in Treat Street Clubhouse,23278,Zain And Duncan,,Mission,37.75861793523278,-122.4131771000983,Shared room,49,2,22,2015-09-01,3.25,7,55
5299538,Bunk bed in Treat St Clubhouse,23278,Zain And Duncan,,Mission,37.75677016226494,-122.41454328694164,Shared room,49,2,26,2015-08-27,3.90,7,23
225205,Private Mission Room Near Valencia,1172942,Chris,,Mission,37.76096715422161,-122.42313045777621,Private room,115,2,137,2015-08-14,2.85,1,54
1324467,Master Bedroom near Dolores Park,4305493,Maya,,Mission,37.76218746918842,-122.42193629410306,Private room,75,7,1,2014-11-01,0.10,1,0
3311711,Mission Bedroom(S) w/ Private bath,16722899,Rye,,Mission,37.76878984294026,-122.41743202956106,Private room,135,1,82,2015-08-31,5.58,1,320
7345170,"Painted Lady-Katz House, Rm 2",7212456,Jack & Christina,,Mission,37.7503497204978,-122.42457628640467,Private room,300,3,0,,,3,364
6808807,"Room in the Mission District, SF",27344483,Akshay,,Mission,37.74875633513082,-122.4214585765675,Private room,75,1,2,2015-07-01,0.88,1,63
1619632,Garden Cottage,974441,Peter,,Mission,37.74837182555076,-122.41362825193063,Entire home/apt,169,1,130,2015-08-15,5.39,1,331
6379056,Cool Mission Hipster Hideout,5152671,Dave,,Mission,37.75281358302752,-122.40418861237846,Private room,85,1,1,2015-05-31,0.32,1,86
5420651,"Comfortable, Private Room  w/Patio",1717531,Robert,,Mission,37.74958320853125,-122.405908855061,Private room,85,2,15,2015-08-26,2.87,4,342
3940055,Mission Victorian on Balmy Alley,15545066,Mitch,,Mission,37.75385349934804,-122.41225353834089,Private room,115,1,8,2015-08-27,0.65,1,242
8106473,Beautiful cottage in the Mission,101929,Nathaniel,,Mission,37.755940645805836,-122.41929902899989,Entire home/apt,200,2,0,,,1,3
6973024,Sunny Condo in Mission,16464869,Hande,,Mission,37.75392088058844,-122.41307489441743,Shared room,50,2,0,,,1,49
5861106,Luxury+Comfort in heart of Mission,1742199,Matt,,Mission,37.76145515660386,-122.42415007364993,Private room,110,4,7,2015-08-10,1.63,1,134
6994459,Comfy Room in Central Mission Flat,1488712,Matt,,Mission,37.76067568067653,-122.41897512234013,Private room,119,3,2,2015-08-02,1.62,2,66
7256961,House in Heart of the Mission,26009146,Ruthie,,Mission,37.75420873576244,-122.41771428229758,Private room,115,3,3,2015-08-09,3,1,18
6974923,Great room in the heart of Mission,6760575,Tierney,,Mission,37.75996482415702,-122.41793937294557,Private room,150,1,0,,,1,38
7676542,Master Bedroom Suite in SOMA Loft,303303,Ashot,,Mission,37.76872861994016,-122.41209949911772,Private room,175,1,2,2015-08-13,2,2,4
6119683,Suite in the middle of it all,15490809,Dino,,Mission,37.76181574385645,-122.42143264451693,Private room,199,3,6,2015-08-24,5.45,2,134
7245070,Spacious 6BR2BA Potrero Hill,37266078,Francisco,,Mission,37.75112961260444,-122.40486130882965,Entire home/apt,629,3,0,,,2,297
470686,Pvt bath/Queen bdrm/Super Location,2335495,Hao,,Mission,37.767305597237254,-122.42542005611267,Private room,125,1,128,2015-08-19,3.27,2,263
544447,Potrero Hill Home - Sweet Back Yard,2677490,Garrett,,Mission,37.75742181545912,-122.4037551528147,Entire home/apt,230,5,4,2015-06-07,0.11,2,121
1937575,Spacious Sunny 2BD Mission Jewel,10024887,Deborah,,Mission,37.75770488137398,-122.40841143471677,Entire home/apt,150,3,6,2015-01-18,0.29,2,184
720249,"Modern, bright, sexy Mission flat",681462,Jennifer,,Mission,37.76749125357568,-122.42325201625745,Entire home/apt,300,5,1,2013-06-11,0.04,2,271
470418,Great place in heart of the Mission,2333946,Vincent,,Mission,37.75211383309239,-122.40869702240619,Entire home/apt,170,2,62,2015-08-24,1.55,1,5
4547954,Chic private room in the Mission,4272013,Gina,,Mission,37.762987663602296,-122.42228986477629,Private room,130,3,31,2015-08-23,3.51,2,129
7802522,Cozy Bedroom in Mission District,3499519,Cristine + Will,,Mission,37.749617823996026,-122.41813141973981,Private room,135,1,0,,,1,352
1995487,MISSION LOFT - AIRBNB SAN FRANCISCO,3485395,Michael,,Mission,37.75891737478795,-122.42502424568274,Private room,199,1,178,2015-08-21,8.40,1,67
1113087,Entire apartment in Mission.,6108925,Brianna,,Mission,37.75243886429631,-122.40316781488015,Entire home/apt,220,1,18,2015-07-30,1.23,1,360
909063,"Private Rm, Mission Dist, 1907 Bldg",2874279,Rafael And Mark,,Mission,37.76605142674699,-122.4206618627593,Private room,80,4,108,2015-08-24,3.44,1,151
6926410,no frills but a good place to sleep,4586440,Lucas,,Mission,37.768307331171755,-122.42619140778945,Private room,47,3,4,2015-08-18,1.76,2,238
622134,PRIVATE Mission Oasis PRIVADO,3083707,Joe,,Mission,37.75516977940214,-122.40376556103224,Entire home/apt,150,2,16,2015-07-23,0.44,1,252
6236015,Looky Home SF Mission 16,7206100,Gatz,,Mission,37.755970764574805,-122.41009680631264,Shared room,75,3,2,2015-08-17,0.60,33,365
4701725,Cozy Room in Mission By BART,6202502,Isabelle,,Mission,37.7678889794252,-122.41895431920878,Private room,90,1,40,2015-08-15,4.71,8,270
1193395,Audio Room In The Mission Green Hut,2283942,Leon,,Mission,37.75278772870633,-122.40605015390707,Private room,59,1,170,2015-08-28,6.15,4,276
779109,Private Mission Rm w/ Modern Design,4091830,Daniel,,Mission,37.74936724841969,-122.42040338270313,Private room,150,1,14,2015-08-31,3.96,2,167
6276478,Looky Home SF Mission 18,7206100,Gatz,,Mission,37.75933500788014,-122.41382667431765,Shared room,75,3,2,2015-08-10,0.94,33,362
7998215,Quiet one bed one bath with parking,21235706,Stephanie,,Mission,37.75054282250833,-122.41655854238532,Private room,200,1,1,2015-08-26,1,2,0
4485844,Beautiful Mission Community Home,23219722,Ashley,,Mission,37.7524433001397,-122.4127592030382,Private room,84,1,40,2015-08-30,4.33,3,312
3946571,Historic Mission District Victorian,20452861,Dr. Elizabeth,,Mission,37.75819708077413,-122.41982996084533,Private room,115,2,76,2015-08-28,6.30,1,324
5532855,Looky Home SF Mission 12,7206100,Gatz,,Mission,37.759892365470414,-122.41212665038196,Shared room,75,3,8,2015-05-23,1.35,33,349
6272816,"Sunny, Private Room / Valencia St",7965809,Praise,,Mission,37.76981890402803,-122.42160383626248,Private room,159,1,15,2015-08-30,5.29,1,318
7563667,"Mission/Soma modern, 3 levels, huge",9840556,Elisabeth,,Mission,37.76790443485849,-122.40778972576666,Entire home/apt,715,1,1,2015-08-18,1,2,97
8017936,Funky Victorian in the Mission,26825822,Justine And Sam,,Mission,37.750218951276196,-122.41182694877239,Private room,119,1,0,,,1,305
5253439,Bunk bed in Treat Street Clubhouse,23278,Zain And Duncan,,Mission,37.757925857687475,-122.41292739688181,Shared room,49,2,32,2015-08-22,4.73,7,46
748222,Sunny Room Heart of the Mission!,516404,Michael And Yesica,,Mission,37.756212263872634,-122.41554636815985,Private room,100,1,252,2015-08-26,7.37,2,272
6884640,Sundrenched Mission Sanctuary,28401285,Rob,,Mission,37.748656736193254,-122.4117316838076,Private room,125,1,11,2015-08-30,4.58,1,19
6854601,"Cozy, Inviting Mission Apartment",35921453,Hampshire,,Mission,37.75295941907534,-122.40657827540522,Entire home/apt,195,1,13,2015-08-27,7.09,1,327
895211,Victorian Garden Oasis in Mission,3807557,Apurva,,Mission,37.760703456312065,-122.41965185780154,Entire home/apt,159,2,3,2015-08-17,1.41,1,244
4616596,Hot Tub! Garden Studio-Mission,21499033,Jennifer,,Mission,37.74983790479373,-122.4150683900752,Entire home/apt,175,5,12,2015-08-11,1.34,1,0
4874862,Warm and sunny room in the Misson,10818570,Sneha,,Mission,37.75723308819724,-122.41281127183625,Private room,150,1,0,,,1,228
936209,Sunny Room w/Roofdeck @Dolores Park,1124557,Hannah,,Mission,37.760012875174084,-122.42390469983884,Private room,179,2,42,2015-08-17,1.39,1,356
2782602,Private Room - Heart of the Mission,14232249,Henry,,Mission,37.76103118101361,-122.42313126762929,Private room,99,1,26,2015-08-23,1.57,1,6
6007034,Large Sunny Room with King Bed,4037978,Ellen,,Mission,37.75111216856748,-122.41819835984886,Private room,150,1,2,2015-08-26,0.64,3,355
1002358,Private room in San Francisco,5512204,Lisa,,Mission,37.756424115396314,-122.42535615421862,Private room,140,1,6,2014-10-05,0.40,2,347
5395489,Living Room in The Mish,15382709,D'Marc,,Mission,37.749384427988545,-122.41851119471004,Private room,83,2,0,,,2,328
865873,"Huge Modern Room, Heart of Mission",2238981,Lenza,,Mission,37.76251893043086,-122.42428458725807,Private room,300,2,3,2014-09-14,0.21,2,87
648308,Great private room in the  Mission!,3252694,Brian,,Mission,37.75162533739623,-122.41772490832425,Private room,100,1,12,2015-08-18,0.33,1,365
7330783,Comfortable room just off Folsom,38405294,Shane,,Mission,37.75050389236453,-122.41614882178104,Private room,86,1,1,2015-08-17,1,1,207
4546875,Vintage cool in the Mission,11416172,Harmony,,Mission,37.76047930260015,-122.42077351884514,Private room,115,7,0,,,2,336
384689,Private suite. Local Mission vibe.,166559,Ed,,Mission,37.756388774597234,-122.41512307506426,Entire home/apt,199,5,65,2015-08-23,1.57,2,305
4754285,Lovely 2 BR Central Mission Apt,3957235,Rebecca,,Mission,37.76060946025367,-122.41964117931072,Entire home/apt,245,2,6,2015-08-17,0.69,1,242
4815643,Welcome to San Francisco!,10556179,Heidi,,Mission,37.7692639484244,-122.42400154084987,Entire home/apt,140,2,3,2015-08-18,2.25,1,192
7578824,Quiet Top Floor Apt in Mission,39738063,Christine,,Mission,37.760285957788895,-122.42341493149559,Entire home/apt,138,1,0,,,1,11
7151287,"Spacious, Modern 3-BR Victorian",3186175,Chris,,Mission,37.75109863408815,-122.42150297674644,Entire home/apt,325,2,1,2015-08-10,1,1,65
1490508,Garden Apartment @ Dolores Park!,7970136,Jan,,Mission,37.75848403838781,-122.42570363428189,Entire home/apt,110,7,35,2015-08-16,1.59,1,294
5557750,Private Studio & Garage in Mission,2995957,Subrat,,Mission,37.74889268253002,-122.4228924800776,Entire home/apt,80,3,0,,,1,241
885748,Hip 1-Bd. Flat-Best of The Mission!,4695542,Chad,,Mission,37.76418765529449,-122.42115919031271,Entire home/apt,168,1,22,2015-06-28,1.17,1,350
3605535,2BR Garden flat in the heart of SF,11416172,Harmony,,Mission,37.758094031697816,-122.4211200839051,Entire home/apt,180,6,1,2014-10-09,0.09,2,329
2927873,Large & Sunny Room-Victorian house,14847567,Jorge,,Mission,37.75921345703732,-122.40804750158607,Private room,100,1,0,,,1,217
264399,charming SF abode,1304694,Vanessa,,Mission,37.75346627541097,-122.42447339577653,Entire home/apt,175,4,8,2015-07-13,0.20,1,260
1117756,San Francisco Mission Hideout,6135190,Judith,,Mission,37.75052129599319,-122.40735678108761,Private room,114,2,173,2015-08-26,6.21,1,272
1935904,Sunny Mission Loft with Roof Deck,6229756,Sharna,,Mission,37.75815895480225,-122.41040286222896,Entire home/apt,1166,1,4,2015-08-16,0.27,2,253
1511076,Dolores Park View (2 rooms),2403646,Jefferson And Gary,,Mission,37.76302578503538,-122.4255603288817,Private room,125,2,121,2015-08-27,4.95,1,256
5287109,My awesome Mission room,9095521,Liz,,Mission,37.763446466044954,-122.41640677985716,Private room,40,4,0,,,1,180
6924208,Large Victorian Home in Mission,29739760,Jenny,,Mission,37.753157465248776,-122.40511282792562,Entire home/apt,195,2,2,2015-08-10,0.94,1,316
6357895,Mission Garden Hideaway,15767665,Michelle,,Mission,37.75546545032322,-122.40895388738173,Entire home/apt,198,2,16,2015-08-24,5.00,1,308
337983,Quiet & sunny Mission Dolores bdrm ,1579337,Markus,,Mission,37.75927766649503,-122.42312461962169,Private room,185,2,10,2015-07-25,0.38,2,309
169393,Room w/ Bath in Sunny Modern Loft,248749,Melissa,,Mission,37.76540767976424,-122.40536258158356,Private room,149,3,18,2015-08-09,0.36,1,261
6592005,One Bedroom - Heart of the Mission,10662445,Patrick,,Mission,37.755174033252246,-122.42511622082858,Entire home/apt,200,5,1,2015-06-09,0.35,1,71
6784423,"2 bdrm, 2 bath, 2 story flat",35518646,JOe,,Mission,37.7554379048169,-122.42363693760089,Entire home/apt,125,1,2,2015-07-29,1.25,1,56
2730253,Studio in hip Mission district,5024596,Megan,,Mission,37.75608642976236,-122.41884843029221,Entire home/apt,160,5,6,2015-07-19,0.43,1,20
268353,"Comfy, Quiet Mission Garden Apt",1406376,Paul,,Mission,37.759440421361674,-122.42422852038473,Entire home/apt,179,3,14,2014-10-20,0.32,1,135
6662521,Beautiful home & private backyard,782824,Maria,,Mission,37.75743562876434,-122.42492939899631,Entire home/apt,550,2,1,2015-07-06,0.51,1,95
3320213,Private Room with TWO Double Beds.,3553372,Private Room,,Mission,37.76165720896848,-122.42172296100796,Private room,199,1,28,2015-06-28,1.94,11,363
7904207,Room in Mission Victorian Mansion,10788160,Laura,,Mission,37.758138932606506,-122.41437562496515,Private room,170,1,1,2015-08-31,1,1,0
115903,Queer/Gay Respite Near Dolores Park,576368,Alix,,Mission,37.76172136525029,-122.42303520376518,Private room,90,2,48,2014-10-25,0.92,1,204
1124963,Stylish Mission Studio Near Park,1407793,Marissa,,Mission,37.76249921212923,-122.42311806127012,Entire home/apt,185,5,19,2015-07-27,0.69,1,6
3317159,Mission Gem,4478669,Marlene,,Mission,37.753977602585564,-122.41563073323844,Shared room,199,2,0,,,1,365
43768,Mission Secret,127367,Annette,,Mission,37.760152005174234,-122.40781260502085,Private room,95,4,3,2014-08-01,0.08,16,311
3353377,Hip modern Condo in the Mission,14649347,Jesse,,Mission,37.7567758673786,-122.41562467096759,Entire home/apt,260,3,3,2014-08-11,0.23,1,207
8105974,"Top floor loft with two baths, view",155250,Simone,,Mission,37.75842277948365,-122.41195979162421,Entire home/apt,375,2,0,,,1,86
1055895,"Sunny, spacious Mission Victorian",679374,Cameron,,Mission,37.751461021276626,-122.40449427034409,Private room,99,2,0,,,1,280
4744741,Sunny room in the heart of Mission,15640752,Oscar,,Mission,37.751901292710926,-122.41336514407732,Private room,99,1,0,,,1,246
3842292,Full Floor Artist Loft in Mission ,266536,Matt,,Mission,37.76923012719593,-122.41549610878717,Entire home/apt,1800,2,9,2015-07-26,1.00,1,343
7679196,Mission Apartment Great Location,916835,Allan,,Mission,37.7559177214166,-122.4211344520972,Private room,135,1,5,2015-08-30,5,1,358
7873804,Small room Utkarsh,6327082,Joanne,,Mission,37.76720776356509,-122.41712040361807,Private room,100,1,0,,,3,1
7351575,Single bedroom in Dolores Park flat,12995524,Sara,,Mission,37.76012321138089,-122.42501966802364,Private room,99,3,3,2015-08-16,3,2,106
4203960,Beautiful 10BR3BA Potrero Hill Home,21335138,Lydia,,Mission,37.75329999814264,-122.40509787126675,Entire home/apt,995,3,5,2015-05-25,0.66,1,293
7974287,Private Bedroom in Mission,1291421,Christian,,Mission,37.76447219656424,-122.41847796330207,Private room,89,1,0,,,1,0
7546927,Classy & Comfy Apt in the ♥︎ of SF!,11083578,Nicholas,,Mission,37.771424555259145,-122.42345052695032,Entire home/apt,1000,1,0,,,1,13
5506174,Looky Home SF Mission 10,7206100,Gatz,,Mission,37.76023977656636,-122.41178484672983,Shared room,75,3,3,2015-08-30,0.74,33,361
6433637,In the heart of the Mission,3673651,Antonio,,Mission,37.74961855093617,-122.42093823633067,Private room,75,5,3,2015-06-13,0.94,1,82
2502786,"1BR in Clean, Spacious Mission Flat",2312578,Shaun,,Mission,37.755797398062754,-122.4082002647742,Private room,175,2,19,2015-08-12,1.15,2,351
2182851,Spacious 1BR in Mission Victorian,10135,Jason,,Mission,37.76521164953973,-122.41652932847575,Private room,105,1,83,2015-08-16,4.25,5,322
1620411,Cozy Noe Valley Studio,8399182,Amitsa,,Mission,37.75017029539425,-122.42486821009919,Entire home/apt,175,3,43,2015-07-15,1.94,1,290
4045354,What an adventure,551006,Charles,,Mission,37.75025101987795,-122.42003783929707,Entire home/apt,400,1,1,2014-09-08,0.08,1,336
734713,Modern Skeeball Loft in the Mission,99147,Joey,,Mission,37.76511695299039,-122.41538471950135,Entire home/apt,325,2,29,2015-06-28,0.87,1,310
4832155,Stay in the heart of the Mission,856810,Zach,,Mission,37.75936937989032,-122.42177694050484,Entire home/apt,240,7,6,2015-08-01,0.73,1,151
7389611,Private Flat in Potrero Hill,38714998,Cynthia And Laura,,Mission,37.76187214337259,-122.4061935902992,Entire home/apt,180,4,0,,,1,329
7037080,Sunny room in the mission,25707905,Emily,,Mission,37.755576219616245,-122.41115462065761,Private room,125,2,2,2015-08-19,2,1,61
7054684,Zen-style studio & private entrance,5796800,Jude,,Mission,37.75096101265849,-122.41308836766382,Private room,200,3,2,2015-08-19,1.67,3,45
774323,Private bath! Great DoloresPk space,4085271,Jan,,Mission,37.76022146167726,-122.42550796350488,Private room,149,2,123,2015-08-22,3.74,2,75
3985721,Mission bedroom close to BART,3308930,Peter,,Mission,37.752435168281046,-122.41520276856102,Private room,141,1,7,2015-08-24,0.62,1,0
7292499,Sunny Mission Home near Valencia St,10613728,David,,Mission,37.76035025357543,-122.42098325400231,Entire home/apt,300,2,4,2015-08-25,3.24,1,32
1200683,Spacious Mission Home with Garden,4783633,Lara + Ethan,,Mission,37.75524549797532,-122.40627931566115,Entire home/apt,655,5,9,2015-08-07,0.34,2,338
1624611,Queen Bedroom with Private Bathroom,1573950,Paula,,Mission,37.753990979097985,-122.41023800421672,Private room,150,2,23,2015-08-29,1.53,2,354
3263036,"Central, Quiet 1BD off Valencia St",109900,Michael,,Mission,37.76955150304087,-122.42247667710055,Entire home/apt,155,3,1,2015-06-01,0.32,1,305
2291065,Modern Mission Home Gr8 4 Families,11703739,Svi,,Mission,37.758073370041174,-122.41663676820417,Entire home/apt,300,2,14,2015-08-10,0.75,1,350
3953643,Restored Victorian Off Valencia St.,14273161,Kathryn,,Mission,37.749598428892966,-122.41926335292489,Entire home/apt,400,3,4,2015-07-04,0.73,1,282
8111086,Comfort and Elegance in the Mission,42828660,Michael,,Mission,37.76551011259696,-122.42382158029753,Entire home/apt,400,4,0,,,1,311
7492644,Nice Apartment right in Mission,19712385,Crystal,,Mission,37.765730172796715,-122.42099756983772,Private room,158,7,1,2015-08-16,1,1,16
6811559,Sunny Room Nestled in the ♥︎ of SF,360276,Ari,,Mission,37.76809413382145,-122.42522828804378,Private room,66,1,1,2015-07-06,0.51,1,55
357862,Luxurious High-Ceiling Modern Loft,267382,Jonathan,,Mission,37.75633335053317,-122.41170192028684,Entire home/apt,355,12,34,2015-08-04,0.85,1,347
4191771,"Spacious, Light-Filled Apartment",124878,Adam,,Mission,37.76884690750052,-122.42459126219306,Entire home/apt,185,2,1,2014-11-25,0.11,1,274
3030653,Quiet Mission Studio,15436573,Lindsay,,Mission,37.767095940316004,-122.42414923159042,Entire home/apt,140,2,106,2015-08-28,6.68,1,247
1268515,Large two bedroom-Mission Dolores,3742410,Jake,,Mission,37.76683949809633,-122.4256314217823,Entire home/apt,240,3,21,2015-07-26,0.81,2,175
6901615,On top of the Mission,2990391,Carla,,Mission,37.749922451112916,-122.41913870697421,Entire home/apt,150,1,1,2015-08-03,1,1,275
6846377,Large 2 Room Flat on Quiet Street,14984720,Melissa,,Mission,37.74999623331411,-122.4219701851279,Entire home/apt,300,1,1,2015-07-12,0.57,2,56
4323306,"Central 2 bed house, amazing view",3891199,Louise,,Mission,37.76377612116357,-122.40520011887004,Entire home/apt,150,1,4,2015-07-11,0.48,1,26
2055729,Spacious Room In The Mission,4232406,Jashoda,,Mission,37.7526473167288,-122.41515794030975,Private room,85,1,1,2015-07-12,0.57,1,0
8117914,Large private room + bath near BART,34863158,Brie,,Mission,37.76345086522286,-122.42000553111322,Private room,100,3,0,,,2,338
3727061,Beautiful 3 bedroom apartment,6334749,Tim,,Mission,37.7551067848281,-122.41514792903101,Entire home/apt,425,1,37,2015-08-16,2.81,2,306
3668010,Priv Room/Bath/Patio by Dolores Prk,16648327,Jovy,,Mission,37.75297187791997,-122.42457344396597,Private room,125,2,43,2015-06-20,3.21,2,65
1522339,Sun-Filled Apartment in  Mission !,2451969,Jeff,,Mission,37.75738574265937,-122.40936812298379,Entire home/apt,145,4,14,2015-01-16,0.58,2,55
3176509,Bright & Modern in Mission-Dolores,7341265,Steve And Rebecca,,Mission,37.76162866789684,-122.42155341386776,Private room,85,1,37,2015-07-26,2.51,5,251
5328994,Looky Home SF Mission 9,7206100,Gatz,,Mission,37.75829550178771,-122.41228188931797,Shared room,90,3,6,2015-08-02,0.91,33,365
4350576,Spacious bedroom in the Mission,2575632,Rob,,Mission,37.75768001869615,-122.4104821986645,Private room,120,2,10,2015-05-06,1.61,1,231
4701921,Spacious and Convenient in Mission,6202502,Isabelle,,Mission,37.763663067018854,-122.42115882771097,Private room,95,1,67,2015-08-18,7.44,8,321
1931763,Sunny Room Overlooking Side Street,9999808,Matthew,,Mission,37.761181524663826,-122.41911105773256,Private room,86,1,55,2014-11-23,3.01,2,61
3930645,Noe Valley family home with views !,8672790,Flavio,,Mission,37.7503293324817,-122.42495339632086,Entire home/apt,250,7,0,,,1,195
2816738,Unique mural oasis in the mission,2057488,James,,Mission,37.762886530224904,-122.42263935160014,Entire home/apt,100,4,1,2014-05-17,0.06,1,258
5252980,Looky Home SF Mission 4,7206100,Gatz,,Mission,37.76005641179171,-122.4120434009766,Shared room,75,3,3,2015-08-02,0.52,33,352
5271048,5 Bedroom San Francisco Home,27284532,Ben,,Mission,37.75213308221543,-122.40997862419702,Entire home/apt,695,4,2,2015-05-28,0.44,2,290
4701473,Sunny Small Room in Mission by MUNI,6202502,Isabelle,,Mission,37.767352197684076,-122.41069785244677,Private room,90,5,36,2015-07-30,4.19,8,259
6452005,"International House, Nice People!",3032723,Antonio,,Mission,37.769426717669376,-122.42437646388491,Private room,105,3,18,2015-09-01,5.35,2,18
7011472,Quaint Modern Quiet in the Mission,846924,Chris,,Mission,37.75642094481615,-122.41711073300334,Private room,93,4,1,2015-07-31,0.88,1,42
2139562,PARADISE IN SAN FRANCISCO,8037793,Becky,,West of Twin Peaks,37.72914784236461,-122.4586975941566,Entire home/apt,235,5,31,2015-08-26,2.26,1,318
280549,Bungalow Rooms with Great Views,1454829,Luise,,West of Twin Peaks,37.73773412930746,-122.44955527998941,Private room,250,1,15,2015-08-11,0.57,1,315
4565098,Queen Bed/Back Deck/Wifi/Cable TV,7895922,Rich  And Rose,,West of Twin Peaks,37.72913708458345,-122.46300824387225,Private room,110,2,7,2015-08-30,2.44,4,347
5144482,"Brand new, gorgeous unit w/parking",8146166,Michelle,,West of Twin Peaks,37.74457862997965,-122.46284318333825,Entire home/apt,159,1,26,2015-08-27,7.65,1,301
6091945,Private Room in Residential SF Home,31607663,Ximena,,West of Twin Peaks,37.72473768868452,-122.4567672801768,Private room,200,3,0,,,3,364
4156874,Big Elegant Room SUPER Neighborhood,6390319,Toni,,West of Twin Peaks,37.738455420870274,-122.46806891504096,Private room,125,2,2,2014-09-30,0.18,1,321
7038864,Urban-cozy in-law w/kitchenette!,19253798,Kevin,,West of Twin Peaks,37.74331098050811,-122.45342076209499,Private room,110,3,6,2015-08-07,2.81,1,325
2387068,Cozy SF 1BD with Parking Included,12192591,Peg,,West of Twin Peaks,37.72642728416991,-122.4617543783039,Private room,125,3,27,2015-07-29,1.55,1,330
6940448,Private Room With Two Beds in SF,31607663,Ximena,,West of Twin Peaks,37.725575951223625,-122.45746897594724,Private room,150,1,2,2015-08-17,2,3,365
6940354,Private Room in Beautiful SF Home,31607663,Ximena,,West of Twin Peaks,37.724280442924645,-122.45723002339415,Private room,130,1,3,2015-08-22,1.36,3,363
3992022,Hand-Painted Mural Bedroom,5565510,Lulu,,West of Twin Peaks,37.73531929577014,-122.46429460671335,Private room,89,1,6,2015-06-30,0.51,13,334
6482257,"Adorable, quiet family home",33876262,Mia,,West of Twin Peaks,37.72444455248006,-122.45816596167379,Entire home/apt,220,2,4,2015-08-17,4,1,105
1014016,Amazing Exec/Platinum/Private bath,5565510,Lulu,,West of Twin Peaks,37.73420224636111,-122.4644925423142,Private room,139,1,20,2015-05-17,0.72,13,184
7803013,1BR/1 bath West Portal SF apartment,17427733,Gregory,,West of Twin Peaks,37.7428193529931,-122.46975689162358,Entire home/apt,175,1,0,,,1,0
719431,"Garden suite, quiet area by subway ",783438,Phil,,West of Twin Peaks,37.74027971644817,-122.4688499257062,Private room,109,5,101,2015-08-27,2.89,3,127
3040312,"Friendly Neighborhood, Queen Bed!",8049342,Nancy,,West of Twin Peaks,37.74227431215952,-122.46654802187518,Private room,72,4,17,2015-08-27,1.08,3,6
8052872,Gem in the park like neighborhood,39373162,Jackson,,West of Twin Peaks,37.74494382000873,-122.46271916914992,Private room,110,1,0,,,4,337
5037937,"Large, 3 level, 4 bedroom HOME",4884811,Janet,,West of Twin Peaks,37.73723003540772,-122.45089067578787,Entire home/apt,270,3,4,2015-07-20,0.81,1,152
5561787,BASEMENT/NO WINDOW/perfect budget,5565510,Lulu,,West of Twin Peaks,37.73444448110535,-122.46382321848722,Shared room,43,3,9,2015-05-26,1.60,13,314
1170626,San Francisco home away from home!,6409131,Mike,,West of Twin Peaks,37.74042121795973,-122.46125104306478,Entire home/apt,260,8,16,2015-08-22,0.68,1,350
8070077,Beautiful house & nice neighborhood,39373162,Jackson,,West of Twin Peaks,37.74493253076421,-122.46267277359942,Private room,100,1,0,,,4,339
